Brand,ProductName,FlavorProfile,Type,Ingredients,Caffeine_mg,Sugar_g,Calories,HealthTags,MarketRegion,UseCase,ReviewSummary,MedicalTags
Big Cola,Big Cola Lemon-Lime Blast,Lemon-Lime,Energy Drink,"Carbonated Water, Natural Flavors, Artificial Flavor, Caffeine, Fruit Juice Concentrate, Artificial Flavor",10,0,0,Low calorie,Germany,Party,Act inside team ability none present carry magazine anyone these will.,"Diabetic-safe, Low-caffeine, Low-calorie"
Thums Up,Thums Up Orange Blast,Orange,Soda,"Caffeine, Natural Flavors, Caffeine, Artificial Flavor, Artificial Flavor, Carbonated Water",30,0,0,Low calorie,Canada,Party,Analysis should responsibility themselves.,"Diabetic-safe, Low-calorie"
Mirinda,Mirinda Orange Blast,Orange,Sparkling Water,"Natural Flavors, Caffeine, Fruit Juice Concentrate, Carbonated Water, Natural Flavors, Sugar",10,5,20,Zero calorie,Australia,Post-workout,One wait street hot sound debate cover son should responsibility catch.,"Low-sugar, Low-caffeine, Low-calorie"
Coca-Cola,Coca-Cola Strawberry Blast,Strawberry,Sparkling Water,"Sweetener, Carbonated Water, Sweetener, Sodium Benzoate, Citric Acid, Sugar",120,0,0,"Sugar-free, Zero calorie, High caffeine",India,Hydration,Magazine form involve rock fly professional who.,"Diabetic-safe, Low-calorie, High-caffeine"
Bovonto,Bovonto Mango Blast,Mango,Sparkling Juice,"Fruit Juice Concentrate, Fruit Juice Concentrate, Sodium Benzoate, Caffeine, Sweetener, Sugar",120,30,120,High caffeine,India,Hydration,In focus raise book service management look fear attack.,High-caffeine
Fresca,Fresca Mango Blast,Mango,Sparkling Juice,"Caffeine, Natural Flavors, Carbonated Water, Sweetener, Fruit Juice Concentrate, Fruit Juice Concentrate",40,0,0,Zero calorie,USA,Everyday,Strategy able lead choose argue image raise.,"Diabetic-safe, Low-calorie"
Big Cola,Big Cola Pineapple Blast,Pineapple,Diet Soda,"Fruit Juice Concentrate, Caffeine, Sweetener, Herbal Extract, Fruit Juice Concentrate, Sugar",0,10,40,Sugar-free,Germany,Energy Boost,Relate crime work sister research whole heart although impact.,"Caffeine-free, Low-calorie, Kids-friendly"
Monster,Monster Apple Blast,Apple,Soda,"Sugar, Fruit Juice Concentrate, Artificial Flavor, Sweetener, Sweetener, Fruit Juice Concentrate",80,10,40,Low calorie,Mexico,Hydration,Art half production far because.,Low-calorie
Canada Dry,Canada Dry Herbal Blast,Herbal,Sparkling Water,"Sugar, Sodium Benzoate, Herbal Extract, Sodium Benzoate, Fruit Juice Concentrate, Carbonated Water",120,40,160,Sugar-free,Germany,Weight Management,Treat in could statement I figure interest.,High-caffeine
7UP,7UP Mixed Fruit Blast,Mixed Fruit,Sparkling Water,"Fruit Juice Concentrate, Caffeine, Sweetener, Fruit Juice Concentrate, Sugar, Fruit Juice Concentrate",120,40,160,High caffeine,Germany,Party,Benefit class student public science.,High-caffeine
Thums Up,Thums Up Strawberry Blast,Strawberry,Energy Drink,"Herbal Extract, Artificial Flavor, Carbonated Water, Citric Acid, Herbal Extract, Sugar",80,0,0,"Sugar-free, Zero calorie",India,Hydration,Line beyond position everyone back.,"Diabetic-safe, Low-calorie"
Appy Fizz,Appy Fizz Lychee Blast,Lychee,Tonic,"Citric Acid, Sugar, Carbonated Water, Caffeine, Artificial Flavor, Sweetener",80,10,40,Low calorie,Germany,Energy Boost,Wait include eat trial smile region relate.,Low-calorie
Mirinda,Mirinda Lime Blast,Lime,Tonic,"Citric Acid, Sugar, Natural Flavors, Fruit Juice Concentrate, Artificial Flavor, Herbal Extract",160,10,40,Sugar-free,Australia,Energy Boost,Sure your hospital join old radio order try positive.,"Low-calorie, High-caffeine"
Canada Dry,Canada Dry Orange Blast,Orange,Tonic,"Artificial Flavor, Sugar, Fruit Juice Concentrate, Sweetener, Caffeine, Herbal Extract",120,5,20,Low calorie,South Africa,Everyday,Animal seven present serious wait which.,"Low-sugar, Low-calorie, High-caffeine"
Mountain Dew,Mountain Dew Herbal Blast,Herbal,Soda,"Fruit Juice Concentrate, Herbal Extract, Sodium Benzoate, Natural Flavors, Sodium Benzoate, Sugar",40,0,0,"Sugar-free, Zero calorie",Australia,Post-workout,Parent accept these rich late year smile explain all.,"Diabetic-safe, Low-calorie"
Jarritos,Jarritos Vanilla Blast,Vanilla,Diet Soda,"Caffeine, Sweetener, Sugar, Caffeine, Artificial Flavor, Artificial Flavor",40,10,40,Sugar-free,Australia,Everyday,Fine strategy if star though real about trade hit.,Low-calorie
Irn-Bru,Irn-Bru Citrus Blast,Citrus,Sparkling Juice,"Caffeine, Citric Acid, Carbonated Water, Artificial Flavor, Artificial Flavor, Citric Acid",80,0,0,Zero calorie,Mexico,Party,Stop structure medical future campaign identify beautiful.,"Diabetic-safe, Low-calorie"
Bovonto,Bovonto Cola Blast,Cola,Sparkling Juice,"Caffeine, Caffeine, Sodium Benzoate, Sweetener, Caffeine, Carbonated Water",10,0,0,"Sugar-free, Zero calorie",South Africa,Everyday,Now item window improve audience want election best site.,"Diabetic-safe, Low-caffeine, Low-calorie"
Thums Up,Thums Up Pineapple Blast,Pineapple,Sparkling Juice,"Fruit Juice Concentrate, Herbal Extract, Sugar, Artificial Flavor, Herbal Extract, Carbonated Water",0,5,20,Low calorie,Germany,Kids-friendly,Analysis parent religious arm last pay pull former radio item almost.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
Topo Chico,Topo Chico Mango Blast,Mango,Sparkling Juice,"Sodium Benzoate, Sugar, Sugar, Natural Flavors, Citric Acid, Carbonated Water",120,0,0,Zero calorie,Canada,Weight Management,Century end your college wish.,"Diabetic-safe, Low-calorie, High-caffeine"
Appy Fizz,Appy Fizz Ginger Blast,Ginger,Sparkling Water,"Sugar, Sodium Benzoate, Fruit Juice Concentrate, Sweetener, Caffeine, Sugar",80,10,40,Zero calorie,South Africa,Kids-friendly,Serve wide scene figure pattern leave finally.,Low-calorie
Fresca,Fresca Vanilla Blast,Vanilla,Tonic,"Sweetener, Sugar, Sugar, Sweetener, Fruit Juice Concentrate, Fruit Juice Concentrate",80,10,40,Sugar-free,Canada,Hydration,Prepare participant country leader establish reach window owner PM magazine bag.,Low-calorie
Coca-Cola,Coca-Cola Mixed Fruit Blast,Mixed Fruit,Sparkling Juice,"Sweetener, Citric Acid, Sodium Benzoate, Fruit Juice Concentrate, Natural Flavors, Citric Acid",80,5,20,Sugar-free,Canada,Hydration,Small thought near investment power hair want state.,"Low-sugar, Low-calorie"
Topo Chico,Topo Chico Mango Blast,Mango,Soda,"Citric Acid, Carbonated Water, Sodium Benzoate, Fruit Juice Concentrate, Artificial Flavor, Herbal Extract",160,20,80,High caffeine,Canada,Weight Management,Trip green dark us action organization a entire yes task.,High-caffeine
Appy Fizz,Appy Fizz Herbal Blast,Herbal,Sparkling Water,"Fruit Juice Concentrate, Citric Acid, Sweetener, Fruit Juice Concentrate, Artificial Flavor, Sweetener",10,30,120,Regular,Japan,Party,Mind she pressure administration answer less make operation effort.,Low-caffeine
Fresca,Fresca Mint Blast,Mint,Sparkling Water,"Caffeine, Fruit Juice Concentrate, Caffeine, Carbonated Water, Carbonated Water, Sodium Benzoate",160,5,20,Zero calorie,South Africa,Everyday,Radio drug old pretty by answer attack fast network anyone choice.,"Low-sugar, Low-calorie, High-caffeine"
Coca-Cola,Coca-Cola Tamarind Blast,Tamarind,Soda,"Sodium Benzoate, Sweetener, Caffeine, Sugar, Natural Flavors, Caffeine",30,5,20,Low calorie,Mexico,Hydration,Program south situation suddenly to commercial.,"Low-sugar, Low-calorie"
Fresca,Fresca Orange Blast,Orange,Soda,"Artificial Flavor, Carbonated Water, Sweetener, Sugar, Herbal Extract, Herbal Extract",120,5,20,Zero calorie,Japan,Party,Consider likely agency they family often answer budget.,"Low-sugar, Low-calorie, High-caffeine"
Limca,Limca Mint Blast,Mint,Tonic,"Sodium Benzoate, Artificial Flavor, Sweetener, Artificial Flavor, Fruit Juice Concentrate, Sweetener",0,40,160,Sugar-free,Brazil,Party,Economic around tonight deal rule view magazine little anything or.,Caffeine-free
Pepsi,Pepsi Lychee Blast,Lychee,Soda,"Natural Flavors, Sodium Benzoate, Natural Flavors, Sugar, Sugar, Fruit Juice Concentrate",10,20,80,Sugar-free,Australia,Party,Senior task occur heart military.,Low-caffeine
Jarritos,Jarritos Ginger Blast,Ginger,Sparkling Water,"Caffeine, Artificial Flavor, Sugar, Sodium Benzoate, Sodium Benzoate, Sugar",0,5,20,Sugar-free,Brazil,Post-workout,Far reason music art go member with we.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
Pepsi,Pepsi Tamarind Blast,Tamarind,Energy Drink,"Natural Flavors, Fruit Juice Concentrate, Carbonated Water, Citric Acid, Sweetener, Artificial Flavor",120,0,0,"Sugar-free, Zero calorie, High caffeine",Japan,Party,Likely city mother song officer federal thank anyone follow.,"Diabetic-safe, Low-calorie, High-caffeine"
Fresca,Fresca Strawberry Blast,Strawberry,Sparkling Water,"Herbal Extract, Carbonated Water, Natural Flavors, Carbonated Water, Natural Flavors, Fruit Juice Concentrate",0,5,20,Zero calorie,Canada,Weight Management,Pull crime same research piece conference social.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
Fresca,Fresca Ginger Blast,Ginger,Sparkling Juice,"Natural Flavors, Sweetener, Citric Acid, Citric Acid, Fruit Juice Concentrate, Sweetener",120,10,40,"Low calorie, High caffeine",USA,Party,Assume quickly quality fact with wear.,"Low-calorie, High-caffeine"
LaCroix,LaCroix Coconut Blast,Coconut,Energy Drink,"Sugar, Artificial Flavor, Herbal Extract, Sweetener, Carbonated Water, Carbonated Water",120,0,0,Low calorie,USA,Everyday,Nothing money camera onto can much window establish sing.,"Diabetic-safe, Low-calorie, High-caffeine"
Mountain Dew,Mountain Dew Apple Blast,Apple,Tonic,"Sugar, Herbal Extract, Artificial Flavor, Natural Flavors, Fruit Juice Concentrate, Sugar",0,0,0,Zero calorie,USA,Energy Boost,Anyone exactly sometimes western prove food.,"Diabetic-safe, Caffeine-free, Low-calorie, Kids-friendly"
Sprite,Sprite Grape Blast,Grape,Sparkling Water,"Caffeine, Artificial Flavor, Sweetener, Sodium Benzoate, Sodium Benzoate, Sodium Benzoate",80,10,40,Low calorie,Australia,Energy Boost,Build service fast common miss culture raise right.,Low-calorie
Coca-Cola,Coca-Cola Cola Blast,Cola,Energy Drink,"Sugar, Sweetener, Citric Acid, Fruit Juice Concentrate, Carbonated Water, Fruit Juice Concentrate",80,5,20,Sugar-free,Germany,Everyday,Keep lawyer must central police their author career side military.,"Low-sugar, Low-calorie"
Coca-Cola,Coca-Cola Ginger Blast,Ginger,Sparkling Juice,"Sugar, Sweetener, Artificial Flavor, Artificial Flavor, Fruit Juice Concentrate, Sugar",160,30,120,High caffeine,Japan,Energy Boost,Ground position explain manager.,High-caffeine
Big Cola,Big Cola Ginger Blast,Ginger,Soda,"Caffeine, Carbonated Water, Sweetener, Artificial Flavor, Sugar, Fruit Juice Concentrate",160,30,120,High caffeine,Canada,Party,Speak land clear also fall.,High-caffeine
Fanta,Fanta Mint Blast,Mint,Tonic,"Citric Acid, Artificial Flavor, Herbal Extract, Caffeine, Artificial Flavor, Herbal Extract",40,0,0,Low calorie,Mexico,Everyday,Game own data leg away.,"Diabetic-safe, Low-calorie"
Fanta,Fanta Apple Blast,Apple,Soda,"Sweetener, Carbonated Water, Sugar, Carbonated Water, Sweetener, Citric Acid",80,5,20,"Low sugar, Low calorie",Brazil,Post-workout,Your water water community director week common skill how ten.,"Low-sugar, Low-calorie"
Jarritos,Jarritos Grape Blast,Grape,Tonic,"Fruit Juice Concentrate, Caffeine, Sodium Benzoate, Artificial Flavor, Citric Acid, Artificial Flavor",120,30,120,High caffeine,Japan,Everyday,Father television fight country himself idea.,High-caffeine
Red Bull,Red Bull Vanilla Blast,Vanilla,Energy Drink,"Sodium Benzoate, Sodium Benzoate, Sweetener, Carbonated Water, Citric Acid, Citric Acid",120,30,120,Zero calorie,Canada,Party,Apply four world southern appear you worker lawyer.,High-caffeine
Coca-Cola,Coca-Cola Lychee Blast,Lychee,Energy Drink,"Citric Acid, Citric Acid, Caffeine, Sugar, Fruit Juice Concentrate, Carbonated Water",10,30,120,Sugar-free,Brazil,Kids-friendly,Read ask any increase design local under chair.,Low-caffeine
Red Bull,Red Bull Mint Blast,Mint,Diet Soda,"Herbal Extract, Sweetener, Citric Acid, Sugar, Citric Acid, Carbonated Water",120,0,0,Sugar-free,USA,Everyday,Something machine yes participant minute.,"Diabetic-safe, Low-calorie, High-caffeine"
Fresca,Fresca Ginger Blast,Ginger,Sparkling Juice,"Fruit Juice Concentrate, Herbal Extract, Sugar, Carbonated Water, Sweetener, Natural Flavors",0,20,80,Caffeine-free,Mexico,Post-workout,Tough score major understand maybe team.,Caffeine-free
Red Bull,Red Bull Citrus Blast,Citrus,Sparkling Water,"Natural Flavors, Sweetener, Fruit Juice Concentrate, Herbal Extract, Carbonated Water, Sweetener",160,0,0,"Sugar-free, Zero calorie, High caffeine",India,Party,Small rich figure middle plant he.,"Diabetic-safe, Low-calorie, High-caffeine"
7UP,7UP Mango Blast,Mango,Soda,"Artificial Flavor, Natural Flavors, Caffeine, Sweetener, Carbonated Water, Artificial Flavor",10,10,40,Sugar-free,UK,Energy Boost,Throughout hair above daughter blood training president option.,"Low-caffeine, Low-calorie"
Pepsi,Pepsi Coconut Blast,Coconut,Sparkling Juice,"Sugar, Citric Acid, Herbal Extract, Herbal Extract, Sweetener, Herbal Extract",160,30,120,Low calorie,Australia,Kids-friendly,Give brother require law occur detail school usually new position everything.,High-caffeine
LaCroix,LaCroix Citrus Blast,Citrus,Sparkling Water,"Artificial Flavor, Sweetener, Sweetener, Fruit Juice Concentrate, Herbal Extract, Caffeine",120,0,0,Sugar-free,Germany,Hydration,Develop by control dream similar event deal while.,"Diabetic-safe, Low-calorie, High-caffeine"
Monster,Monster Coconut Blast,Coconut,Diet Soda,"Fruit Juice Concentrate, Caffeine, Carbonated Water, Fruit Juice Concentrate, Sugar, Citric Acid",0,5,20,"Low sugar, Low calorie, Caffeine-free",Australia,Party,Standard truth create outside defense.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
Thums Up,Thums Up Strawberry Blast,Strawberry,Sparkling Water,"Citric Acid, Natural Flavors, Artificial Flavor, Artificial Flavor, Natural Flavors, Carbonated Water",160,5,20,Low calorie,USA,Hydration,Of relationship ok region try dog sell any foreign.,"Low-sugar, Low-calorie, High-caffeine"
Coca-Cola,Coca-Cola Pineapple Blast,Pineapple,Soda,"Herbal Extract, Sugar, Carbonated Water, Citric Acid, Sodium Benzoate, Citric Acid",30,5,20,Sugar-free,Canada,Weight Management,Rather together receive ask accept.,"Low-sugar, Low-calorie"
Fresca,Fresca Lemon-Lime Blast,Lemon-Lime,Tonic,"Citric Acid, Fruit Juice Concentrate, Sugar, Caffeine, Citric Acid, Artificial Flavor",0,40,160,Caffeine-free,South Africa,Energy Boost,War song again large condition determine.,Caffeine-free
Bovonto,Bovonto Orange Blast,Orange,Soda,"Caffeine, Fruit Juice Concentrate, Herbal Extract, Herbal Extract, Citric Acid, Sweetener",120,5,20,Low calorie,Mexico,Kids-friendly,Half southern food sign edge control between affect eight Congress can.,"Low-sugar, Low-calorie, High-caffeine"
Red Bull,Red Bull Apple Blast,Apple,Sparkling Water,"Artificial Flavor, Carbonated Water, Carbonated Water, Herbal Extract, Sugar, Artificial Flavor",0,20,80,Low calorie,India,Energy Boost,Grow per good leader good choose paper employee.,Caffeine-free
Appy Fizz,Appy Fizz Ginger Blast,Ginger,Sparkling Water,"Sweetener, Citric Acid, Sweetener, Sodium Benzoate, Fruit Juice Concentrate, Sodium Benzoate",0,0,0,Sugar-free,India,Kids-friendly,Everything interest country appear fly build.,"Diabetic-safe, Caffeine-free, Low-calorie, Kids-friendly"
Thums Up,Thums Up Melon Blast,Melon,Tonic,"Sugar, Sodium Benzoate, Natural Flavors, Fruit Juice Concentrate, Carbonated Water, Citric Acid",160,20,80,Zero calorie,Germany,Energy Boost,Worry country upon spend scientist education concern staff.,High-caffeine
Bovonto,Bovonto Mint Blast,Mint,Soda,"Caffeine, Sugar, Caffeine, Caffeine, Natural Flavors, Carbonated Water",0,20,80,Caffeine-free,UK,Everyday,Opportunity must cultural speak especially require include plan thing pick however.,Caffeine-free
Sprite,Sprite Grape Blast,Grape,Soda,"Sweetener, Sweetener, Natural Flavors, Sodium Benzoate, Citric Acid, Natural Flavors",10,5,20,Low calorie,USA,Post-workout,Summer guess chair father ten.,"Low-sugar, Low-caffeine, Low-calorie"
Sprite,Sprite Cola Blast,Cola,Sparkling Juice,"Herbal Extract, Natural Flavors, Sodium Benzoate, Sugar, Sweetener, Herbal Extract",10,10,40,Low calorie,Brazil,Everyday,Film many history attorney soon mouth amount nature owner candidate.,"Low-caffeine, Low-calorie"
Monster,Monster Mango Blast,Mango,Soda,"Sodium Benzoate, Sweetener, Natural Flavors, Carbonated Water, Sweetener, Citric Acid",120,30,120,High caffeine,Brazil,Kids-friendly,Data wear bit later person development.,High-caffeine
Canada Dry,Canada Dry Apple Blast,Apple,Soda,"Carbonated Water, Sweetener, Artificial Flavor, Sweetener, Citric Acid, Sugar",160,0,0,"Sugar-free, Zero calorie, High caffeine",South Africa,Post-workout,Poor set week light network data size.,"Diabetic-safe, Low-calorie, High-caffeine"
Jarritos,Jarritos Mixed Fruit Blast,Mixed Fruit,Diet Soda,"Sodium Benzoate, Citric Acid, Caffeine, Sugar, Natural Flavors, Sweetener",120,30,120,High caffeine,India,Energy Boost,Difference beautiful difficult section analysis often section.,High-caffeine
Fanta,Fanta Apple Blast,Apple,Tonic,"Sodium Benzoate, Sugar, Sugar, Artificial Flavor, Citric Acid, Natural Flavors",120,40,160,Sugar-free,India,Kids-friendly,However shake behavior assume fire land.,High-caffeine
Irn-Bru,Irn-Bru Pineapple Blast,Pineapple,Soda,"Citric Acid, Sugar, Carbonated Water, Citric Acid, Natural Flavors, Natural Flavors",0,5,20,"Low sugar, Low calorie, Caffeine-free",UK,Everyday,Box season recognize finish spend.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
Mountain Dew,Mountain Dew Citrus Blast,Citrus,Sparkling Water,"Sodium Benzoate, Sugar, Sodium Benzoate, Sweetener, Artificial Flavor, Artificial Flavor",10,20,80,Zero calorie,Australia,Hydration,Us save think suggest forward save little interesting doctor.,Low-caffeine
Fresca,Fresca Lemon-Lime Blast,Lemon-Lime,Sparkling Water,"Sodium Benzoate, Sweetener, Fruit Juice Concentrate, Carbonated Water, Artificial Flavor, Sugar",40,10,40,Zero calorie,Mexico,Hydration,Ground artist she part up ten let clearly assume office.,Low-calorie
Coca-Cola,Coca-Cola Orange Blast,Orange,Energy Drink,"Artificial Flavor, Sugar, Carbonated Water, Citric Acid, Citric Acid, Carbonated Water",30,5,20,Low calorie,Japan,Hydration,Support certainly rule treat fast listen position those.,"Low-sugar, Low-calorie"
Pepsi,Pepsi Tamarind Blast,Tamarind,Soda,"Sweetener, Artificial Flavor, Fruit Juice Concentrate, Sweetener, Citric Acid, Artificial Flavor",80,5,20,Sugar-free,South Africa,Post-workout,A clearly size top amount between yard official strong.,"Low-sugar, Low-calorie"
Mountain Dew,Mountain Dew Mango Blast,Mango,Diet Soda,"Sweetener, Herbal Extract, Herbal Extract, Sugar, Sodium Benzoate, Citric Acid",160,40,160,High caffeine,Germany,Kids-friendly,Claim collection large team system herself responsibility.,High-caffeine
Jarritos,Jarritos Pineapple Blast,Pineapple,Diet Soda,"Carbonated Water, Caffeine, Fruit Juice Concentrate, Sweetener, Sweetener, Citric Acid",10,10,40,Sugar-free,Brazil,Energy Boost,Popular art cost answer pass international himself close.,"Low-caffeine, Low-calorie"
LaCroix,LaCroix Ginger Blast,Ginger,Soda,"Natural Flavors, Carbonated Water, Carbonated Water, Sodium Benzoate, Sweetener, Sweetener",40,10,40,Sugar-free,Brazil,Everyday,Beautiful like name effort either quite young song public.,Low-calorie
7UP,7UP Lychee Blast,Lychee,Sparkling Juice,"Sugar, Herbal Extract, Caffeine, Natural Flavors, Sugar, Sugar",10,0,0,"Sugar-free, Zero calorie",UK,Weight Management,Cold agency product mother mother.,"Diabetic-safe, Low-caffeine, Low-calorie"
Sprite,Sprite Lychee Blast,Lychee,Sparkling Juice,"Sweetener, Carbonated Water, Citric Acid, Sugar, Citric Acid, Sodium Benzoate",0,10,40,"Low calorie, Caffeine-free",Australia,Post-workout,Way himself deal fact dark describe and coach red food.,"Caffeine-free, Low-calorie, Kids-friendly"
Bovonto,Bovonto Coconut Blast,Coconut,Sparkling Juice,"Citric Acid, Sugar, Artificial Flavor, Citric Acid, Fruit Juice Concentrate, Citric Acid",0,10,40,Sugar-free,Australia,Post-workout,Have summer expect decision man.,"Caffeine-free, Low-calorie, Kids-friendly"
Big Cola,Big Cola Herbal Blast,Herbal,Energy Drink,"Herbal Extract, Citric Acid, Carbonated Water, Sugar, Sodium Benzoate, Sweetener",30,5,20,"Low sugar, Low calorie",Japan,Kids-friendly,Lose people amount black above now someone.,"Low-sugar, Low-calorie"
7UP,7UP Lychee Blast,Lychee,Soda,"Carbonated Water, Carbonated Water, Citric Acid, Caffeine, Citric Acid, Citric Acid",120,30,120,Zero calorie,Brazil,Hydration,Throughout firm none focus.,High-caffeine
Mountain Dew,Mountain Dew Mixed Fruit Blast,Mixed Fruit,Tonic,"Sweetener, Sweetener, Herbal Extract, Artificial Flavor, Sweetener, Artificial Flavor",10,40,160,Zero calorie,South Africa,Hydration,Your friend not organization guy parent.,Low-caffeine
Pepsi,Pepsi Lychee Blast,Lychee,Diet Soda,"Sweetener, Herbal Extract, Sugar, Fruit Juice Concentrate, Herbal Extract, Caffeine",160,30,120,Low calorie,Brazil,Post-workout,Local green trial set once build hour.,High-caffeine
Coca-Cola,Coca-Cola Ginger Blast,Ginger,Sparkling Juice,"Sweetener, Caffeine, Citric Acid, Sodium Benzoate, Sodium Benzoate, Carbonated Water",10,0,0,Sugar-free,USA,Party,Can cup thousand tell after region hit arrive list dinner.,"Diabetic-safe, Low-caffeine, Low-calorie"
Irn-Bru,Irn-Bru Lime Blast,Lime,Energy Drink,"Sweetener, Sweetener, Fruit Juice Concentrate, Citric Acid, Sodium Benzoate, Fruit Juice Concentrate",40,0,0,Zero calorie,UK,Hydration,Board total perform billion week to could least here rest drop.,"Diabetic-safe, Low-calorie"
Coca-Cola,Coca-Cola Ginger Blast,Ginger,Soda,"Natural Flavors, Herbal Extract, Sweetener, Fruit Juice Concentrate, Caffeine, Fruit Juice Concentrate",10,0,0,Zero calorie,India,Energy Boost,Best we someone raise practice leader.,"Diabetic-safe, Low-caffeine, Low-calorie"
Topo Chico,Topo Chico Strawberry Blast,Strawberry,Energy Drink,"Citric Acid, Artificial Flavor, Artificial Flavor, Herbal Extract, Fruit Juice Concentrate, Caffeine",40,5,20,Low calorie,UK,Weight Management,Close see site edge develop.,"Low-sugar, Low-calorie"
Monster,Monster Lemon-Lime Blast,Lemon-Lime,Diet Soda,"Fruit Juice Concentrate, Sugar, Sweetener, Citric Acid, Sweetener, Carbonated Water",10,40,160,Regular,UK,Energy Boost,Yard candidate political those manager development eye understand.,Low-caffeine
Mirinda,Mirinda Lychee Blast,Lychee,Tonic,"Artificial Flavor, Sugar, Herbal Extract, Caffeine, Herbal Extract, Citric Acid",40,10,40,Zero calorie,South Africa,Energy Boost,Head seem consumer gun read religious help deal.,Low-calorie
Fanta,Fanta Coconut Blast,Coconut,Sparkling Juice,"Artificial Flavor, Sodium Benzoate, Sweetener, Fruit Juice Concentrate, Carbonated Water, Artificial Flavor",120,20,80,Sugar-free,South Africa,Post-workout,Not material pressure again common product recognize general choice.,High-caffeine
7UP,7UP Coconut Blast,Coconut,Soda,"Artificial Flavor, Natural Flavors, Natural Flavors, Artificial Flavor, Sodium Benzoate, Caffeine",120,0,0,Low calorie,Mexico,Hydration,According across by capital itself.,"Diabetic-safe, Low-calorie, High-caffeine"
Thums Up,Thums Up Citrus Blast,Citrus,Sparkling Juice,"Artificial Flavor, Fruit Juice Concentrate, Natural Flavors, Carbonated Water, Natural Flavors, Carbonated Water",160,5,20,"Low sugar, Low calorie, High caffeine",Mexico,Kids-friendly,See issue serve outside action society fish might.,"Low-sugar, Low-calorie, High-caffeine"
Canada Dry,Canada Dry Vanilla Blast,Vanilla,Tonic,"Fruit Juice Concentrate, Sugar, Sugar, Sugar, Sugar, Citric Acid",0,30,120,Zero calorie,Mexico,Post-workout,Drive begin federal theory break candidate whose environment music western.,Caffeine-free
Pepsi,Pepsi Lime Blast,Lime,Sparkling Juice,"Sugar, Sodium Benzoate, Sweetener, Sweetener, Caffeine, Sugar",160,10,40,Sugar-free,Australia,Party,Have sit pressure six play business.,"Low-calorie, High-caffeine"
Red Bull,Red Bull Lime Blast,Lime,Sparkling Juice,"Caffeine, Artificial Flavor, Citric Acid, Artificial Flavor, Herbal Extract, Sugar",160,0,0,"Sugar-free, Zero calorie, High caffeine",Germany,Kids-friendly,Daughter operation approach room imagine.,"Diabetic-safe, Low-calorie, High-caffeine"
Limca,Limca Citrus Blast,Citrus,Soda,"Natural Flavors, Carbonated Water, Artificial Flavor, Herbal Extract, Sugar, Artificial Flavor",160,10,40,"Low calorie, High caffeine",USA,Weight Management,Outside card fast group space the particularly.,"Low-calorie, High-caffeine"
Limca,Limca Strawberry Blast,Strawberry,Energy Drink,"Sweetener, Citric Acid, Sugar, Carbonated Water, Caffeine, Fruit Juice Concentrate",160,5,20,"Low sugar, Low calorie, High caffeine",UK,Everyday,Mission official technology pressure key.,"Low-sugar, Low-calorie, High-caffeine"
Pepsi,Pepsi Lemon-Lime Blast,Lemon-Lime,Tonic,"Sugar, Natural Flavors, Sugar, Caffeine, Artificial Flavor, Sweetener",0,5,20,"Low sugar, Low calorie, Caffeine-free",Mexico,Weight Management,Reveal mind rest music majority nice little day office.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
Pepsi,Pepsi Apple Blast,Apple,Sparkling Juice,"Carbonated Water, Citric Acid, Caffeine, Sugar, Caffeine, Sugar",120,5,20,Low calorie,South Africa,Party,Effort property three garden later.,"Low-sugar, Low-calorie, High-caffeine"
Limca,Limca Herbal Blast,Herbal,Diet Soda,"Caffeine, Sweetener, Carbonated Water, Herbal Extract, Sweetener, Citric Acid",120,30,120,Low calorie,Brazil,Kids-friendly,Feel left oil visit tree act.,High-caffeine
Sprite,Sprite Apple Blast,Apple,Tonic,"Artificial Flavor, Artificial Flavor, Sodium Benzoate, Citric Acid, Caffeine, Artificial Flavor",160,30,120,High caffeine,Canada,Weight Management,Heavy everything until girl course memory.,High-caffeine
Coca-Cola,Coca-Cola Mint Blast,Mint,Diet Soda,"Sugar, Sodium Benzoate, Fruit Juice Concentrate, Sweetener, Natural Flavors, Sodium Benzoate",0,10,40,Sugar-free,Japan,Kids-friendly,Million foot available she her.,"Caffeine-free, Low-calorie, Kids-friendly"
Sprite,Sprite Mint Blast,Mint,Sparkling Juice,"Carbonated Water, Sugar, Fruit Juice Concentrate, Natural Flavors, Sugar, Natural Flavors",160,10,40,Zero calorie,Germany,Everyday,Act available tend determine goal yes author involve.,"Low-calorie, High-caffeine"
Jarritos,Jarritos Lemon-Lime Blast,Lemon-Lime,Sparkling Water,"Sweetener, Sugar, Herbal Extract, Sodium Benzoate, Caffeine, Citric Acid",10,40,160,Zero calorie,Germany,Kids-friendly,Phone activity lot soldier.,Low-caffeine
